brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age
Ford,Excursion Limited Ultimate,137000.0,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,4-Speed A/T,Gold,Gold,None reported,Yes,15000,24
Lexus,IS 300 Base,50992.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,28000,8
Cadillac,CTS Performance,105760.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,12900,16
Lexus,LC 500 Base,29800.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,68495,8
BMW,540 i xDrive,21000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,42000,7
Chevrolet,Corvette Base,152195.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900,28
Hummer,H2 Base,169900.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,16900,20
Volvo,XC90 3.2,196000.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,6499,18
Jeep,Wrangler Unlimited Sahara,180036.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9100,17
Land,Rover Discovery HSE LUXURY,57918.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,33500,9
BMW,340 i,98600.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500,9
Ford,F-250 Lariat,120000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,55000,8
BMW,M3 Competition,14269.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,80000,4
Lexus,LC 500 Base,6875.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,89000,4
Honda,CR-V Touring,55100.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Gray,None reported,Unknown,28324,7
Porsche,Panamera S,49000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,Unknown,Unknown,41500,14
BMW,750 i,74600.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,15000,17
Audi,A7 3.0T Premium,45900.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41500,7
Chrysler,200 Limited,95271.0,E85 Flex Fuel,184.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,Unknown,Unknown,12468,11
Ford,F-150 XL,88883.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,33172,5
Dodge,Grand Caravan R/T,43000.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Black,None reported,Yes,35000,13
Ford,Focus SE,33700.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,12000,8
RAM,2500 Big Horn,95115.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43640,10
Lotus,Elise Base,25250.0,Gasoline,190.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,Unknown,Unknown,44000,21
Chevrolet,Corvette Base,20200.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,27500,19
Audi,allroad 2.0T Prestige,104457.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17900,13
McLaren,570S Spider,8984.0,Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Vega Blue,Black,None reported,Unknown,171900,8
Chevrolet,Express 2500 Work Van,76000.0,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,41400,9
Chevrolet,Traverse High Country,56247.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,39244,6
Jeep,Wrangler S,50750.0,–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000,32
Acura,ILX Technology Plus Package,61000.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000,10
Chevrolet,Camaro 1LT,9111.0,Gasoline,3.6L V6 GDI DOHC,8-Speed Automatic,Summit White,Jet Black,None reported,Unknown,27599,7
Lexus,ES 350 Base,100900.0,Gasoline,3.5 Liter,Automatic,Matador Red Mica,Parchment,None reported,Unknown,21998,11
Ford,F-150 XLT,24207.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,43430,5
Tesla,Model Y Long Range,9411.0,Unknown,Dual Motor - Standard,Automatic,Silver,Black,None reported,Unknown,47998,4
Chevrolet,Corvette Z06,21000.0,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,47500,20
Cadillac,CTS 3.6L Premium Luxury,136150.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500,7
BMW,M3 Base,78414.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28750,17
Mazda,Mazda3 FWD w/Preferred Package,60800.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,19900,7
Ford,Maverick XLT,16400.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,34000,4
Toyota,Highlander Hybrid Limited,62200.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Brown,Beige,None reported,Yes,35707,8
BMW,X6 xDrive40i,72903.0,Hybrid,3.0 Liter Turbo,SCHEDULED FOR OR IN PRODUCTION,Black Sapphire Metallic,Black,At least 1 accident or damage reported,Unknown,53998,5
Lincoln,Town Car Signature,142215.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000,23
Mercedes-Benz,SL-Class SL550 Roadster,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8000,19
Ford,Mustang GT,49170.0,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12500,28
Chevrolet,Suburban 1500 LT,167500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,18000,11
Ford,Fusion SE,110450.0,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Brown,None reported,Yes,11000,10
Audi,S4 3.0T Premium Plus,106000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000,12
Chevrolet,Suburban Premier,92728.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,34900,9
Ford,Bronco Big Bend,17000.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,44000,4
Ford,F-250 XL,75200.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000,10
Dodge,Challenger SRT Hellcat,1800.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,64990,11
Toyota,Tacoma TRD Sport,36283.0,Gasoline,3.5 Liter,Automatic,Barcelona Red,Black,None reported,Unknown,39598,7
Audi,Q5 S line Premium Plus,6682.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Rock Gray,None reported,Unknown,47798,3
Jeep,Wrangler Sport,23399.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Unknown,28999,8
Genesis,G80 3.8,29720.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,29500,9
Mercedes-Benz,SL-Class SL63 AMG Roadster,56000.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44850,17
Lexus,LX 570 Three-Row,59419.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,73000,6
Kia,Stinger GT2,69100.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,32500,8
Nissan,GT-R Premium,22185.0,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,Bayside Blue,Gray,None reported,Yes,131999,5
Chevrolet,Trailblazer SS,29586.0,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,47900,18
Chevrolet,Silverado 2500 WT,63866.0,Gasoline,6.6L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,41885,5
Chevrolet,Suburban LTZ,135484.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Cocoa / Dune,Unknown,Unknown,29748,10
Mercedes-Benz,E-Class E 350,78500.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900,12
BMW,M3 Base,7982.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,Unknown,Unknown,51900,14
Bentley,Continental GT V8,1795.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Onyx Black,Beluga,None reported,Unknown,269991,4
Volkswagen,Golf R Base,1067.0,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Blue,None reported,Yes,48000,4
Ford,Explorer Limited,152000.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,15499,9
Honda,Odyssey LX,185000.0,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,–,None reported,Yes,8900,15
Dodge,Ram 2500 SLT Mega Cab,97724.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,Red,Gray,None reported,Yes,19998,19
Honda,Civic Sport,22227.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Red,Black,Unknown,Unknown,25980,6
Honda,Civic LX,111000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,13000,10
Ford,F-250 XLT,32268.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,46500,7
Nissan,Pathfinder SV,122009.0,Gasoline,3.5 Liter,Automatic,Gray,Black,None reported,Unknown,18998,7
Land,Rover Range Rover HSE SWB,57785.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,63995,6
BMW,M3 Base,204884.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21500,24
Hummer,H2 Base,179400.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,15000,23
Mazda,RX-8 R3,57000.0,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,14000,17
Lexus,LX 570 Three-Row,25997.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000,5
Chevrolet,Suburban Z71,36555.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,64288,4
Mercedes-Benz,S-Class S 580 4MATIC,989.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,122950,3
Chevrolet,Corvette Base,28514.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Gray,None reported,Yes,32000,19
Ford,Mustang GT Premium,10400.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,40000,7
Chevrolet,Equinox Premier w/2LZ,51133.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Unknown,25800,6
Chevrolet,Camaro Z28,58800.0,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000,27
Land,Rover Discovery HSE,85000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,33000,8
Jeep,Wrangler SE,95200.0,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,11999,26
Toyota,Highlander XLE,68575.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26000,11
Chevrolet,Corvette Grand Sport,12300.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,45000,15
Chevrolet,Corvette Stingray,13900.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,54490,8
Mercedes-Benz,SLK-Class SLK230 Kompressor,58800.0,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,9000,25
Nissan,Juke NISMO RS,30700.0,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,21500,10
Porsche,911 Carrera C2S,104000.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,44800,21
Chevrolet,Colorado LT,139116.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,At least 1 accident or damage reported,Yes,24899,7
Porsche,Macan S,36700.0,Gasoline,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,48990,7
Mercedes-Benz,GLE 350 Base 4MATIC,24500.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,82150,4
Toyota,Land Cruiser Base,65000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,Yes,65000,9
BMW,X6 xDrive40i,27654.0,Hybrid,3.0 Liter Turbo,Automatic,Mineral White,Black,None reported,Unknown,61998,5
Rivian,R1S Adventure Package,542.0,Unknown,835.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,92500,3
Toyota,Highlander Platinum,41000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,38700,6
Mercedes-Benz,SL-Class SL 63 AMG,47400.0,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000,15
Ford,Thunderbird Deluxe,40110.0,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,18500,24
RAM,2500 Big Horn,124700.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,–,None reported,Yes,30000,12
Ford,F-350 XLT,31000.0,E85 Flex Fuel,316.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,35000,13
Toyota,RAV4 Prime XSE,7100.0,Plug-In Hybrid,302.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Gray,Black,None reported,Yes,49000,4
Jeep,Grand Cherokee Limited,91677.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,26816,8
Ford,Focus SE,107500.0,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9500,17
Porsche,911 Carrera 4 GTS,1518.0,Gasoline,473.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Brown,None reported,Yes,194965,3
Chevrolet,Corvette Stingray w/2LT,5200.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,88900,3
Ford,F-150 XLT SuperCab,48054.0,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,9500,27
Porsche,Macan Base,87500.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,28000,8
Acura,ZDX Base,106335.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,19000,14
Chevrolet,Suburban Premier,133598.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Siren Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,29999,9
Chevrolet,Traverse Premier,68455.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,30989,8
Mercedes-Benz,E-Class E 400,28690.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,38880,8
BMW,M3 Base,83000.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,31000,14
Ford,F-250 XLT,38600.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,–,None reported,Yes,54500,7
Toyota,Highlander SE,92000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,30000,7
Saturn,Sky Red Line,134000.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,9500,17
Lexus,LS 460 Base,103000.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,20500,14
Honda,CR-V LX,176261.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,None reported,Yes,3750,22
Ford,Mustang GT Premium,58500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,At least 1 accident or damage reported,Yes,20000,16
Ford,F-250 Limited,64000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Red,Beige,None reported,Yes,64000,8
Porsche,Boxster Black Edition,24881.0,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,49999,10
Chevrolet,Corvette Base,134000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,11500,28
Ford,Explorer XLT,82900.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16000,13
BMW,Z4 3.0si,59257.0,Gasoline,255.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18200,18
Lexus,RX 350 F Sport,81400.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,26000,10
Hyundai,Accent SEL,5100.0,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,19500,4
Ford,Expedition Max XLT,67072.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,38500,6
BMW,328 i xDrive,65000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500,10
Ford,Fusion SE,80800.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,10000,12
Ford,F-150 XLT,53401.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,39500,6
Ford,F-150 Platinum,15555.0,Gasoline,5.0L 8 Cylinder,10-Speed Automatic,Blue,Black,None reported,Yes,62890,5
Dodge,Ram 1500 SLT Mega Cab,201509.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,11000,20
Honda,Civic EX,107000.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14000,13
Land,Rover Range Rover Velar P250 S R-Dynamic,30500.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,44000,6
Toyota,Tacoma Base,36000.0,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Gray,None reported,Yes,20000,15
Ford,F-250 XLT,38514.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,Yes,45998,7
Mercedes-Benz,Sprinter 2500 Standard Roof,4590.0,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,64000,4
RAM,2500 Big Horn,97000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,45000,7
BMW,328 i xDrive,110000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,6000,15
Ford,Explorer XLT,53000.0,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,25000,9
Chevrolet,Suburban LTZ,110000.0,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Brown,None reported,Yes,30999,10
Mazda,MX-5 Miata Sport,218000.0,Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,4999,20
INFINITI,G35 Base,106500.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,9500,23
Chevrolet,Express 2500 Work Van,140500.0,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,11800,14
Ford,Explorer Eddie Bauer,144200.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,9999,16
Chevrolet,Suburban RST,21400.0,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Black,None reported,Yes,69000,4
Mercedes-Benz,GL-Class GL 550 4MATIC,130000.0,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,24500,11
Ford,Focus SE,108045.0,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,6500,14
Subaru,Crosstrek Premium,10000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,28000,4
Hyundai,Genesis Coupe 3.8 Track,75000.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,12000,15
Chrysler,Town & Country LX,73500.0,Gasoline,170.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7858,17
Porsche,Panamera Turbo,29850.0,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,Yes,89750,8
Honda,Pilot EX-L,135350.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,19900,10
